"","taxon","parent_taxon"
"8154","Aporobopyrina","Bopyridae"
"8155","Aporobopyroides","Bopyridae"
"8156","Aporobopyrosa",NA
"8157","Arabanthura","Anthuridae"
"8158","Paravireia","Sphaeromatidae"
"8159","Arballurops","Munnidae"
"8160","Arctopsis","Arcturidae"
"8161","Arcturides","Arcturididae"
"8162","Arcturina","Arcturidae"
"8163","Arcturinella","Arcturidae"
"8164","Arcturinoides","Arcturidae"
"8165","Arcturopsis","Arcturidae"
"8166","Argathona","Corallanidae"
"8167","Argeiopsis","Bopyridae"
"8168","Artopoles","Sphaeromatidae"
"8169","Artystone","Cymothoidae"
"8170","Arubolana","Cirolanidae"
"8171","Asotana","Cymothoidae"
"8172","Aspidoniscus","Haploniscidae"
"8173","Astalione","Bopyridae"
"8174","Astrurus","Munnidae"
"8175","Atarbolana","Cirolanidae"
"8176","Athelges","Bopyridae"
"8177","Atlantasellus","Atlantasellidae"
"8178","Atlantoserolis","Serolidae"
"8179","Atypocepon","Bopyridae"
"8180","Austrarcturella","Austrarcturellidae"
"8181","Austridotea",NA
"8182","Austroarcturus","Arcturidae"
"8183","Austrochaetilia","Chaetiliidae"
"8184","Austrofilius","Janiridae"
"8185","Austrogonium","Paramunnidae"
"8186","Austroniscoides",NA
"8187","Austrosignum","Paramunnidae"
"8188","Bactromesus","Ischnomesidae"
"8189","Bahalana","Cirolanidae"
"8190","Baicalasellus","Asellidae"
"8191","Balanopleon","Bopyridae"
"8192","Balbidocolon","Desmosomatidae"
"8193","Balkanostenasellus","Stenasellidae"
"8194","Basserolis","Serolidae"
"8195","Batedotea","Idoteidae"
"8196","Bathygonium","Paramunnidae"
"8197","Bathygyge","Bopyridae"
"8198","Bathylana","Cirolanidae"
"8199","Bathynatalia","Bathynataliidae"
"8200","Bathyopsurus","Munnopsidae"
"8201","Bellibos","Munnopsidae"
"8202","Belonectes","Munnopsidae"
"8203","Belura","Hyssuridae"
"8204","Biremia","Bathynataliidae"
"8205","Booralana","Cirolanidae"
"8206","Bopyrinina","Bopyridae"
"8207","Bopyrophryxus","Bopyridae"
"8208","Bopyrosa","Bopyridae"
"8209","Bopyrus","Bopyridae"
"8210","Botryias","Sphaeromatidae"
"8211","Bourbonanthura","Leptanthuridae"
"8212","Braga","Cymothoidae"
"8213","Bragasellus","Asellidae"
"8214","Brazilserolis","Serolidae"
"8215","Bulgarocerberus","Microcerberidae"
"8216","Bullowanthura","Leptanthuridae"
"8217","Bythognathia","Gnathiidae"
"8218","Caecarcturus","Arcturidae"
"8219","Caecocassidias","Sphaeromatidae"
"8220","Caecognathia","Gnathiidae"
"8221","Caecoserolis","Serolidae"
"8222","Caecosphaeroma","Sphaeromatidae"
"8223","Caecostenetroides","Gnathostenetroididae"
"8224","Caenanthura","Anthuridae"
"8225","Calabozoa","Calabozoidae"
"8226","Calafia","Stenetriidae"
"8227","Calcipila","Sphaeromatidae"
"8228","Calyptolana","Cirolanidae"
"8229","Campecopea","Sphaeromatidae"
"8230","Carcinione","Bopyridae"
"8231","Cardiocepon","Bopyridae"
"8232","Cartetolana","Cirolanidae"
"8233","Cassidias","Sphaeromatidae"
"8234","Cassidinella","Sphaeromatidae"
"8235","Castrione","Bopyridae"
"8236","Cataphryxus","Bopyridae"
"8237","Catoessa","Cymothoidae"
"8238","Centranthura","Anthuridae"
"8239","Ceratocephalus","Sphaeromatidae"
"8240","Ceratolana","Cirolanidae"
"8241","Ceratoserolis","Serolidae"
"8242","Cerceis","Sphaeromatidae"
"8243","Cetanthura","Anthuridae"
"8244","Chaetarcturus","Arcturidae"
"8245","Chaetilia","Chaetiliidae"
"8246","Chalixanthura","Expanathuridae"
"8247","Chauliodoniscus","Haploniscidae"
"8248","Chelanthura","Anthuridae"
"8249","Chitonopsis","Sphaeromatidae"
"8250","Chitonosphaera","Sphaeromatidae"
"8251","Chthonasellus","Asellidae"
"8252","Cilicaeopsis","Sphaeromatidae"
"8253","Cinusa","Cymothoidae"
"8254","Cleantiella","Idoteidae"
"8255","Cliamenella","Sphaeromatidae"
"8256","Colacanthotelson","Phreatoicidae"
"8257","Colopisthus","Cirolanidae"
"8258","Colubotelson","Phreatoicidae"
"8259","Conasellus","Asellidae"
"8260","Conilorpheus","Cirolanidae"
"8261","Coperonus","Munnopsidae"
"8262","Coralanthura","Expanathuridae"
"8263","Corallana","Corallanidae"
"8264","Cortezura","Anthuridae"
"8265","Coulmannia","Paramunnidae"
"8266","Coxalione","Bopyridae"
"8267","Crabyzos","Idoteidae"
"8268","Creaseriella","Cirolanidae"
"8269","Creniola","Cymothoidae"
"8270","Crenoicus","Phreatoicidae"
"8271","Cristaserolis","Serolidae"
"8272","Cruranthura","Paranthuridae"
"8273","Cruregens","Paranthuridae"
"8274","Cryodesma","Desmosomatidae"
"8275","Cryptione",NA
"8276","Cryptobopyrus","Bopyridae"
"8277","Cterissa","Cymothoidae"
"8278","Curassanthura","Leptanthuridae"
"8279","Cuspidoserolis","Serolidae"
"8280","Cylindrarcturus","Arcturidae"
"8281","Cymodetta","Sphaeromatidae"
"8282","Dactylostylis","Janirellidae"
"8283","Desmosomella","Desmosomatidae"
"8284","Desmostylis","Macrostylidae"
"8285","Dicropleon","Bopyridae"
"8286","Discidina","Sphaeromatidae"
"8287","Disparella","Desmosomatidae"
"8288","Dodecalana","Cirolanidae"
"8289","Dolichiscus","Arcturidae"
"8290","Dolicholana","Cirolanidae"
"8291","Dynamene","Sphaeromatidae"
"8292","Dynameniscus","Sphaeromatidae"
"8293","Echinomunna","Munnidae"
"8294","Echinopleura","Desmosomatidae"
"8295","Echinothambema","Echinothambematidae"
"8296","Echinozone","Munnopsidae"
"8297","Ectias","Janiridae"
"8298","Edotia","Idoteidae"
"8299","Elaphognathia","Gnathiidae"
"8300","Elthusa","Cymothoidae"
"8301","Emetha","Cymothoidae"
"8302","Enckella","Protojaniridae"
"8303","Engidotea","Idoteidae"
"8304","Enispa","Cymothoidae"
"8305","Entophilus","Bopyridae"
"8306","Eophrixus","Bopyridae"
"8307","Epicepon","Bopyridae"
"8308","Epipenaeon","Bopyridae"
"8309","Epiphrixus","Bopyridae"
"8310","Eragia","Bopyridae"
"8311","Ergyne","Bopyridae"
"8312","Eriphrixus","Bopyridae"
"8313","Eterocerceis","Sphaeromatidae"
"8314","Etlastenasellus","Stenasellidae"
"8315","Euidotea","Idoteidae"
"8316","Euneognathia","Gnathiidae"
"8317","Eusymmerus","Idoteidae"
"8318","Exallanthura","Anthuridae"
"8319","Exocerceis","Sphaeromatidae"
"8320","Exosphaeroides","Sphaeromatidae"
"8321","Faucheria","Cirolanidae"
"8322","Filophryxus","Bopyridae"
"8323","Fissarcturus","Arcturidae"
"8324","Frontoserolis","Serolidae"
"8325","Gallasellus","Asellidae"
"8326","Galziniella","Hyssuridae"
"8327","Gareia","Bopyridae"
"8328","Geocerceis","Sphaeromatidae"
"8329","Gibbagnathia","Gnathiidae"
"8330","Glabroserolis","Serolidae"
"8331","Globarcturus","Arcturidae"
"8332","Glyptidotea","Idoteidae"
"8333","Glyptonotus","Chaetiliidae"
"8334","Gnatholana","Cirolanidae"
"8335","Gomphomesus","Ischnomesidae"
"8336","Grapsicepon","Bopyridae"
"8337","Gyge","Bopyridae"
"8338","Hadromastax","Hadromastacidae"
"8339","Halacarsantia","Santiidae"
"8340","Hansenium","Stenetriidae"
"8341","Hansenolana","Cirolanidae"
"8342","Haplomunna","Haplomunnidae"
"8343","Hapsidohedra","Munnopsidae"
"8344","Haptolana","Cirolanidae"
"8345","Haswellia","Sphaeromatidae"
"8346","Hawaianira","Janiridae"
"8347","Hebefustis","Nannoniscidae"
"8348","Helomesus","Ischnomesidae"
"8349","Hemiphryxus","Bopyridae"
"8350","Hemisphaeroma","Sphaeromatidae"
"8351","Heptanthura","Expanathuridae"
"8352","Heterias","Janiridae"
"8353","Heterocepon","Bopyridae"
"8354","Heteroserolis","Serolidae"
"8355","Heterosignum","Munnidae"
"8356","Holidotea","Holidoteidae"
"8357","Holognathus","Holognathidae"
"8358","Holotelson","Sphaeromatidae"
"8359","Hypercepon","Bopyridae"
"8360","Hyperoedesipus","Hypsimetopodidae"
"8361","Hypocepon","Bopyridae"
"8362","Hypohyperphrixus","Bopyridae"
"8363","Hypophryxus","Bopyridae"
"8364","Hypsimetopus","Amphisopodidae"
"8365","Ianisera","Janiridae"
"8366","Iathrippa","Janiridae"
"8367","Ichthyoxenus","Cymothoidae"
"8368","Idusa","Cymothoidae"
"8369","Ilychthonos",NA
"8370","Indanthura","Anthuridae"
"8371","Ionella","Bopyridae"
"8372","Ischyromene","Sphaeromatidae"
"8373","Isonebula","Cymothoidae"
"8374","Janaira","Janiridae"
"8375","Janirella","Janirellidae"
"8376","Janthura","Janiridae"
"8377","Johanella","Stenasellidae"
"8378","Joryma","Cymothoidae"
"8379","Juletta","Sphaeromatidae"
"8380","Katianira","Katianiridae"
"8381","Kepon","Bopyridae"
"8382","Keuphylia","Keuphyliidae"
"8383","Kolourione","Bopyridae"
"8384","Kranosphaera","Sphaeromatidae"
"8385","Kuna","Cymothoidae"
"8386","Kuphomunna","Santiidae"
"8387","Lakeamphisopus","Amphisopodidae"
"8388","Lathraena","Cymothoidae"
"8389","Lekanesphaera","Sphaeromatidae"
"8390","Leptoserolis","Serolidae"
"8391","Leptosphaeroma","Sphaeromatidae"
"8392","Licranthura","Anthuridae"
"8393","Limicolana","Cirolanidae"
"8394","Liocoryphe","Stenetriidae"
"8395","Lionectes","Munnopsidae"
"8396","Lipomera","Munnopsidae"
"8397","Lirceolus","Asellidae"
"8398","Litarcturus","Arcturidae"
"8399","Litobopyrus","Bopyridae"
"8400","Lobocepon","Bopyridae"
"8401","Lobothorax","Cymothoidae"
"8402","Lyidotea","Idoteidae"
"8403","Lynseia","Limnoriidae"
"8404","Mackinia","Janiridae"
"8405","Macrochiridothea","Chaetiliidae"
"8406","Magellianira","Paramunnidae"
"8407","Magniezia","Stenasellidae"
"8408","Maoridotea","Chaetiliidae"
"8409","Marcolana","Cirolanidae"
"8410","Maresiella","Gnathostenetroididae"
"8411","Margueritta","Sphaeromatidae"
"8412","Maricoccus","Sphaeromatidae"
"8413","Mastigoniscus","Haploniscidae"
"8414","Mediophrixus","Bopyridae"
"8415","Megacepon","Bopyridae"
"8416","Merocepon",NA
"8417","Mesacanthotelson","Phreatoicidae"
"8418","Mesamphisopus","Amphisopodidae"
"8419","Mesocepon","Bopyridae"
"8420","Mesophryxus","Bopyridae"
"8421","Metacepon","Bopyridae"
"8422","Metaphreatoicus","Phreatoicidae"
"8423","Metastenasellus","Stenasellidae"
"8424","Mexicocerberus",NA
"8425","Mexilana","Cirolanidae"
"8426","Microcharon","Microparasellidae"
"8427","Microjaera","Janiridae"
"8428","Micromesus","Nannoniscidae"
"8429","Microparasellus","Microparasellidae"
"8430","Microprotus","Munnopsidae"
"8431","Microthambema","Thambematidae"
"8432","Mictosoma","Mictosomatidae"
"8433","Mimocopelates","Munnopsidae"
"8434","Minicopenaeon","Bopyridae"
"8435","Minyanthura","Expanathuridae"
"8436","Miophrixus","Bopyridae"
"8437","Mixarcturus","Arcturidae"
"8438","Mixomesus","Ischnomesidae"
"8439","Mizothenar","Stenetriidae"
"8440","Monodanthura","Anthuridae"
"8441","Monodgnathia","Gnathiidae"
"8442","Monolistra","Sphaeromatidae"
"8443","Moplisa","Idoteidae"
"8444","Moruloidea","Sphaeromatidae"
"8445","Munella","Haplomunnidae"
"8446","Munneurycope","Munnopsidae"
"8447","Munnicope","Munnopsidae"
"8448","Naesicopea","Sphaeromatidae"
"8449","Namibianira","Protojaniridae"
"8450","Nannoniscoides","Nannoniscidae"
"8451","Natalianira","Katianiridae"
"8452","Naudea","Bathynataliidae"
"8453","Neasellus","Paramunnidae"
"8454","Neoanthura","Paranthuridae"
"8455","Neoarcturus","Holidoteidae"
"8456","Neocirolana","Cirolanidae"
"8457","Neojaera","Janiridae"
"8458","Neonaesa","Sphaeromatidae"
"8459","Neophreatoiscus",NA
"8460","Neoserolis","Serolidae"
"8461","Neosphaeroma","Sphaeromatidae"
"8462","Neostenetroides","Gnathostenetroididae"
"8463","Nichollsia","Hypsimetopodidae"
"8464","Nikione","Bopyridae"
"8465","Nipponasellus","Asellidae"
"8466","Norileca","Cymothoidae"
"8467","Notamphisopus","Phreatoicidae"
"8468","Notidotea",NA
"8469","Notoxenoides","Paramunnidae"
"8470","Notoxenus","Paramunnidae"
"8471","Onchotelson","Phreatoicidae"
"8472","Oncilorpheus","Cirolanidae"
"8473","Onychocepon","Bopyridae"
"8474","Orbimorphus","Bopyridae"
"8475","Orbione","Bopyridae"
"8476","Corilana","Corallanidae"
"8477","Orophryxus","Bopyridae"
"8478","Orphelana","Cirolanidae"
"8479","Ourozeuktes","Cymothoidae"
"8480","Ovobopyrus","Bopyridae"
"8481","Oxyarcturus","Arcturidae"
"8482","Pagurion","Bopyridae"
"8483","Palaemonellione","Bopyridae"
"8484","Panathura","Expanathuridae"
"8485","Parabathynomus","Cirolanidae"
"8486","Parabopyrella","Bopyridae"
"8487","Parabopyriscus","Bopyridae"
"8488","Parabopyrus","Bopyridae"
"8489","Paracassidina","Sphaeromatidae"
"8490","Paracassidinopsis","Sphaeromatidae"
"8491","Paracepon","Bopyridae"
"8492","Paracerceis","Sphaeromatidae"
"8493","Paracharon","Microparasellidae"
"8494","Parachiridotea","Chaetiliidae"
"8495","Paracilicaea","Sphaeromatidae"
"8496","Paracymothoa","Cymothoidae"
"8497","Paradesmosoma","Desmosomatidae"
"8498","Paradolichiscus","Arcturidae"
"8499","Paragigantione","Bopyridae"
"8500","Paragnathia","Gnathiidae"
"8501","Paraimene","Sphaeromatidae"
"8502","Paraleptosphaeroma","Sphaeromatidae"
"8503","Paralimnoria","Limnoriidae"
"8504","Parapagurion","Bopyridae"
"8505","Parapenaeon","Bopyridae"
"8506","Parapenaeonella","Bopyridae"
"8507","Paraphreatoicus","Phreatoicidae"
"8508","Parapleurocrypta","Bopyridae"
"8509","Parapleurocryptella","Bopyridae"
"8510","Parapleuroprion","Arcturidae"
"8511","Parargeia","Bopyridae"
"8512","Paraserolis","Serolidae"
"8513","Parasphaeroma","Sphaeromatidae"
"8514","Parastacilla","Arcturidae"
"8515","Parastenasellus","Stenasellidae"
"8516","Parasymmerus","Idoteidae"
"8517","Parathelges","Bopyridae"
"8518","Paridotea","Idoteidae"
"8519","Parione","Bopyridae"
"8520","Parionella","Bopyridae"
"8521","Parionina","Bopyridae"
"8522","Parioninella","Bopyridae"
"8523","Parisocladus","Sphaeromatidae"
"8524","Paropsurus","Munnopsidae"
"8525","Pauperella","Bopyridae"
"8526","Pelagogonium","Munnidae"
"8527","Pendanthura","Anthuridae"
"8528","Pentias","Idoteidae"
"8529","Philostomella","Cymothoidae"
"8530","Phoratopus","Phoratopodidae"
"8531","Phreatoasellus","Asellidae"
"8532","Phreatoicoides","Hypsimetopodidae"
"8533","Phreatoicopsis","Amphisopodidae"
"8534","Phreatoicus","Phreatoicidae"
"8535","Phreatomerus","Amphisopodidae"
"8536","Phryxus",NA
"8537","Pilosanthura","Anthuridae"
"8538","Pistorius","Sphaeromatidae"
"8539","Plakarthrium","Plakarthriidae"
"8540","Plakolana","Cirolanidae"
"8541","Platidotea","Idoteidae"
"8542","Platycerceis","Sphaeromatidae"
"8543","Platynympha","Sphaeromatidae"
"8544","Platysphaera","Sphaeromatidae"
"8545","Pleopodias","Cymothoidae"
"8546","Pleurocrypta","Bopyridae"
"8547","Pleurocryptella","Bopyridae"
"8548","Pleurocryptina","Bopyridae"
"8549","Pleurocryptosa",NA
"8550","Pleurosignum","Paramunnidae"
"8551","Plotor","Cymothoidae"
"8552","Pontobopyrus","Bopyridae"
"8553","Pontogelos","Cirolanidae"
"8554","Portunicepon","Bopyridae"
"8555","Prethura","Santiidae"
"8556","Proasellus","Asellidae"
"8557","Probopyria","Bopyridae"
"8558","Probopyrinella","Bopyridae"
"8559","Probopyrione","Bopyridae"
"8560","Probopyriscus","Bopyridae"
"8561","Probopyrus","Bopyridae"
"8562","Probynia","Bopyridae"
"8563","Procepon","Bopyridae"
"8564","Proidotea","Chaetiliidae"
"8565","Propseudione","Bopyridae"
"8566","Prosynsynella","Bopyridae"
"8567","Protallocoxa","Stenetriidae"
"8568","Protamphisopus","Amphisopodidae"
"8569","Protelsonia","Stenasellidae"
"8570","Protocerberus","Microcerberidae"
"8571","Protocharon","Janiridae"
"8572","Protognathia","Protognathiidae"
"8573","Protojanira","Protojaniridae"
"8574","Protojaniroides","Protojaniridae"
"8575","Psammasellus","Asellidae"
"8576","Pseudaega","Cirolanidae"
"8577","Pseudanthura","Paranthuridae"
"8578","Pseudarachna","Munnopsidae"
"8579","Pseudarcturella","Austrarcturellidae"
"8580","Pseudionella","Bopyridae"
"8581","Pseudobaicasellus",NA
"8582","Pseudocerceis","Sphaeromatidae"
"8583","Pseudogerda","Desmosomatidae"
"8584","Pseudoirona","Cymothoidae"
"8585","Pseudojanira","Pseudojaniridae"
"8586","Pseudolana","Cirolanidae"
"8587","Pseudostegias","Bopyridae"
"8588","Psittanthura","Leptanthuridae"
"8589","Ptyosphaera","Sphaeromatidae"
"8590","Quantanthura","Anthuridae"
"8591","Rectarcturus","Rectarcturidae"
"8592","Reductosoma","Desmosomatidae"
"8593","Regabellator","Nannoniscidae"
"8594","Renocila","Cymothoidae"
"8595","Rhiganthura","Expanathuridae"
"8596","Rhiothra","Cymothoidae"
"8597","Rhopalione","Bopyridae"
"8598","Riggia","Cymothoidae"
"8599","Ryukyua","Cymothoidae"
"8600","Saduriella","Chaetiliidae"
"8601","Saharolana","Cirolanidae"
"8602","Salvatiella","Munnidae"
"8603","Sauranthura","Anthuridae"
"8604","Scyllarcturella","Austrarcturellidae"
"8605","Scyracepon","Bopyridae"
"8606","Septemserolis","Serolidae"
"8607","Serolella","Serolidae"
"8608","Serolina","Serolidae"
"8609","Seychellana","Cirolanidae"
"8610","Shiinoella","Bopyridae"
"8611","Sibirasellus","Asellidae"
"8612","Skotobaena","Cirolanidae"
"8613","Spectarcturus","Arcturidae"
"8614","Sphaeramene","Sphaeromatidae"
"8615","Sphaerolana","Cirolanidae"
"8616","Sphaeromides","Cirolanidae"
"8617","Sphaeromopsis","Sphaeromatidae"
"8618","Spinarcturus","Arcturidae"
"8619","Spinoserolis","Serolidae"
"8620","Stathmos","Sphaeromatidae"
"8621","Stegias","Bopyridae"
"8622","Stegidotea","Chaetiliidae"
"8623","Stegoalpheon","Bopyridae"
"8624","Stellanthura","Hyssuridae"
"8625","Stenasellus","Stenasellidae"
"8626","Stenobermuda","Stenetriidae"
"8627","Storthyngura","Munnopsidae"
"8628","Striella","Sphaeromatidae"
"8629","Sugoniscus","Nannoniscidae"
"8630","Symmius","Chaetiliidae"
"8631","Synamphisopus","Amphisopodidae"
"8632","Synasellus","Asellidae"
"8633","Syncassidina","Sphaeromatidae"
"8634","Syneurycope","Munnopsidae"
"8635","Synischia","Idoteidae"
"8636","Synisoma","Idoteidae"
"8637","Tachaea","Corallanidae"
"8638","Tainisopus","Tainisopidae"
"8639","Telethoa",NA
"8640","Tenupedunculus","Stenetriidae"
"8641","Tetragonocephalon","Cymothoidae"
"8642","Thaumastasoma",NA
"8643","Thaumastognathia","Gnathiidae"
"8644","Thaumastosoma","Nannoniscidae"
"8645","Thermoarcturus","Arcturidae"
"8646","Tholozodium","Sphaeromatidae"
"8647","Thylakogaster","Haplomunnidae"
"8648","Thysanoserolis","Serolidae"
"8649","Trapezicepon","Bopyridae"
"8650","Tristenium","Stenetriidae"
"8651","Tuberarcturus","Arcturidae"
"8652","Turcolana","Cirolanidae"
"8653","Tylokepon","Bopyridae"
"8654","Typhlocirolana","Cirolanidae"
"8655","Uenasellus","Asellidae"
"8656","Ulakanthura","Leptanthuridae"
"8657","Upogebione","Bopyridae"
"8658","Upogebiophilus","Bopyridae"
"8659","Vemathambema","Echinothambematidae"
"8660","Vermectias","Vermectiadidae"
"8661","Virganthura","Leptanthuridae"
"8662","Waiteolana","Sphaeromatidae"
"8663","Xenarcturus","Xenarcturidae"
"8664","Xenuraega","Aegidae"
"8665","Xylolana","Cirolanidae"
"8666","Yvesia","Microcerberidae"
"8667","Zenobianopsis","Holognathidae"
"8668","Zoromunna","Munnidae"
"8669","Zulialana","Cirolanidae"
"8670","Zuzara","Sphaeromatidae"
"8671","Parahepomadus","Aristeidae"
"8672","Pseudaristeus","Aristeidae"
"8673","Aristaeopsis","Aristeidae"
"8674","Austropenaeus","Aristeidae"
"8675","Fenneropenaeus","Penaeidae"
"8676","Heteropenaeus","Penaeidae"
"8677","Marsupenaeus","Penaeidae"
"8678","Melicertus","Penaeidae"
"8679","Miyadiella","Penaeidae"
"8680","Pelagopenaeus",NA
"8681","Rimapenaeus","Penaeidae"
"8682","Tanypenaeus","Penaeidae"
"8683","Trachypenaeopsis","Penaeidae"
"8684","Trachysalambria","Penaeidae"
"8685","Litopenaeus","Penaeidae"
"8686","Megokris","Penaeidae"
"8687","Cryptopenaeus","Solenoceridae"
"8688","Gordonella","Solenoceridae"
"8689","Haliporus","Solenoceridae"
"8690","Peisos","Sergestidae"
"8691","Sicyonella","Sergestidae"
"8692","Ctenochelidae","Callianassoidea"
"8693","Callichirinae","Callianassidae"
"8694","Cheraminae","Callianassidae"
"8695","Eucalliinae","Callianassidae"
"8696","Ctenochelinae","Ctenochelidae"
"8697","Anacalliinae","Ctenochelidae"
"8698","Callianopsinae","Ctenochelidae"
"8699","Callianassinae","Callianassidae"
"8700","Gilvossius","Callianassinae"
"8701","Neotrypaea","Callianassinae"
"8702","Biffarius","Callianassinae"
"8703","Calliapagurops","Callianassinae"
"8704","Notiax","Callianassinae"
"8705","Lepidophthalmus","Callichirinae"
"8706","Neocallichirus","Callichirinae"
"8707","Cheramus","Cheraminae"
"8708","Scallasis","Cheraminae"
"8709","Eucalliax","Eucalliinae"
"8710","Dawsonius","Ctenochelinae"
"8711","Paracalliax","Ctenochelinae"
"8712","Anacalliax","Anacalliinae"
"8713","Callianopsis","Callianopsinae"
"8714","Trypaea","Callianassinae"
"8715","Palinuridea",NA
"8716","Glypheoidea","Astacidea"
"8717","Glypheidae","Glypheoidea"
"8718","Neoglyphea","Glypheidae"
"8719","Neophoberinae","Nephropidae"
"8720","Thymopinae","Nephropidae"
"8721","Nephropinae","Nephropidae"
"8722","Nephropides","Thymopinae"
"8723","Thymops","Thymopinae"
"8724","Thymopsis","Thymopinae"
"8725","Thymopides","Nephropinae"
"8726","Jasus","Palinuridae"
"8727","Linuparus","Palinuridae"
"8728","Projasus","Palinuridae"
"8729","Puerulus","Palinuridae"
"8730","Arctidinae","Scyllaridae"
"8731","Ibacinae","Scyllaridae"
"8732","Scyllarinae","Scyllaridae"
"8733","Theninae","Scyllaridae"
"8734","Arctides","Arctidinae"
"8735","Evibacus","Ibacinae"
"8736","Ibacus","Ibacinae"
"8737","Thenus","Theninae"
"8738","Palibythus","Synaxidae"
"8739","Thalassina","Thalassinidae"
"8740","Thaumastochelidae","Nephropoidea"
"8741","Thaumastocheles","Thaumastochelidae"
"8742","Thaumastochelopsis","Thaumastochelidae"
